 x L1 L2 Lsum
0 0 8.024301930690356 1.240508680555608 9.264810611245965
1 1 8.267581239366873 1.259658979015166 9.527240218382039
2 2 8.522060861876678 1.2792552951969969 9.801316157073675
3 3 8.788436879922406 1.2993115599663776 10.087748439888784
4 4 9.067460126000503 1.3198422512338925 10.387302377234395
5 5 9.35994141588672 1.340862419882578 10.700803835769298
6 6 9.66675737184616 1.362387717136949 11.029145088983109
7 7 9.988856913740104 1.3844344234660788 11.373291337206183
8 8 10.327268506685458 1.4070194791195676 11.734287985805025
9 9 10.68310826732842 1.4301605164024365 12.113268783730856
10 10 11.057589046480256 1.4538758938027796 12.511464940283036
11 11 11.452030624261793 1.4781847320944395 12.930215356356232
12 12 11.867871175536678 1.5031069525460883 13.370978128082767
13 13 12.30668018891534 1.52866331737801 13.83534350629335
14 14 12.770173052751689 1.5548754726185738 14.325048525370264
15 15 13.260227557273156 1.5817659935240507 14.841993550797207
16 16 13.778902604431662 1.6093584327380257 15.388261037169688
17 17 14.328459467649596 1.6376773713803954 15.966136839029991
18 18 14.911386004100732 1.6667484732708333 16.578134477371567
19 19 15.530424294659062 1.6965985425078363 17.2270228371669
20 20 16.188602273834533 1.7272555846421014 17.915857858476635
21 21 16.88927001720988 1.758748871702226 18.64801888891211
22 22 17.63614148124051 1.7911090113516586 19.42725049259217
23 23 18.433342644975156 1.8243680204787098 20.257710665453864
24 24 19.28546719183708 1.858559403546367 21.144026595383444
25 25 20.197641100339062 1.8937182360559233 22.091359336394987
26 26 21.175597795975257 1.9298812535082293 23.105479049483485
27 27 22.225765865901103 1.9670869462789824 24.192852812180085
28 28 23.35537177047558 2.005375660860163 25.360747431335742
29 29 24.57256052327175 2.0447897079588513 26.617350231230603
30 30 25.88653798212665 2.0853734779875603 27.97191146011421
31 31 27.307739234981195 2.127173564527314 29.43491279950851
32 32 28.848028623566186 2.1702388963964374 31.018267519962624
33 33 30.52093828811712 2.214620879014888 32.73555916713201
34 34 32.34195381966513 2.260373545816583 34.60232736548171
35 35 34.328857781889226 2.307553720531081 36.63641150242031
36 36 36.50214465638058 2.3562211912320095 38.85836584761259
37 37 38.885524365749724 2.406438897133478 41.2919632628832
38 38 41.50653619544847 2.458273129208338 43.964809324656805
39 39 44.39730101257919 2.5117937458045563 46.909094758383745
40 40 47.595447632806156 2.5670744045492686 50.16252203735542
41 41 51.145259641137 2.624192811955582 53.76945245309258
42 42 55.099102773987696 2.683230992286379 57.78233376627407
43 43 59.519211257328074 2.7442755773837924 62.26348683471187
44 44 64.47993579613856 2.807418119344673 67.28735391548324
45 45 70.07058825324478 2.872755428113209 72.94334368135799
46 46 76.39906109106315 2.940389936274399 79.33945102733755
47 47 83.59645673261218 3.010430093568977 86.60688682618115
48 48 91.82303713256755 3.082990793914727 94.90602792648228
49 49 101.27590125308564 3.1581938380144843 104.43409509110012
50 50 112.19892088334487 3.2361684349614253 115.4350893183063
51 51 124.89561177210162 3.3170517466221834 128.2126635187238
52 52 139.745773017154 3.400989478993029 143.14676249614703
53 53 157.22684763972123 3.4881365251899377 160.71498416491116
54 54 177.94092488221003 3.578657665256624 181.51958254746665
55 55 202.64784801580902 3.672728328563493 206.3205763443725
56 56 232.30340801320037 3.770535425234056 236.0739434384344
57 57 268.0978156640095 3.872278253784141 271.97009391779363
58 58 311.48097191134866 3.978169493005219 315.4591414043539
59 59 364.14266674475 4.088436287080431 368.2311030318304
60 60 427.87994479949344 4.203321434006463 432.0832662334999
61 61 504.2222935335175 4.323084688625058 508.5453782221425
62 62 593.6054399200385 4.448004192966376 598.0534441130048
63 63 693.8616766915094 4.578378048197769 698.4400547397072
64 64 798.0727886838583 4.714526044285376 802.7873147281437
65 65 892.8189015637943 4.856791565546336 897.6756931293406
66 66 959.4187551348032 5.005543692636602 964.4242988274398
67 67 980.6153497324866 5.1611795242299445 985.7765292567166
68 68 950.1564266988657 5.324126744752943 955.4805534436186
69 69 876.9090982652698 5.494846468112796 882.4039447333826
70 70 779.1194950123645 5.6738363914657475 784.7933314038303
71 71 674.8314027915352 5.861634297812944 680.6930370893482
72 72 576.228260194954 6.058821951683471 582.2870821466375
73 73 489.18521462667496 6.266029438495533 495.4512440651705
74 74 415.24308287166133 6.483940005524361 421.7270228771857
75 75 353.67422996698707 6.713295470924682 360.38752543791173
76 76 302.85466007222135 6.954902277164955 309.8095623493863
77 77 260.9884408547422 7.209638276778251 268.19807913152044
78 78 226.42460711692857 7.478460351816865 233.90306746874543
79 79 197.76152791992558 7.76241298416778 205.52394090409337
80 80 173.85469788268145 8.062637912367645 181.9173357950491
81 81 153.78737166776762 8.380385032255369 162.16775670002298
82 82 136.83148255809613 8.71702472432674 145.54850728242286
83 83 122.4101815951411 9.074061820738855 131.48424341587994
84 84 110.0658414808219 9.453151460431913 119.51899294125381
85 85 99.43414968413295 9.85611712284924 109.29026680698219
86 86 90.22369012351477 10.284971180517239 100.50866130403202
87 87 82.200066200266 10.7419383698287 92.9420045700947
88 88 75.17362776275758 11.229482649602298 86.40311041235988
89 89 68.98999703664649 11.750338000589574 80.74033503723606
90 90 63.5227449178254 12.307543818735223 75.83028873656062
91 91 58.66771171117083 12.904485673862778 71.5721973850336
92 92 54.33858438729702 13.544942347366067 67.88352673466309
93 93 50.46343544176052 14.233140231958219 64.69657567371874
94 94 46.981999933084445 14.973816378879249 61.955816311963694
95 95 43.84352149007538 15.77229171936809 59.61581320944347
96 96 41.005038916459874 16.634556274715685 57.63959519117556
97 97 38.430015704847015 17.567368510671745 55.997384215518764
98 98 36.087237830213546 18.578371395730603 54.66560922594415
99 99 33.94992255340363 19.67622819714306 53.62615075054669
100 100 31.99499407529989 20.870781600432966 52.865775675732856
101 101 30.20249182056781 22.173240371493396 52.37573219206121
102 102 28.555084696081227 23.59639849188944 52.15148318797067
103 103 27.03767045608672 25.154892471812918 52.19256292789964
104 104 25.637043753552813 26.865503342347164 52.50254709589998
105 105 24.34161989181268 28.747510571191174 53.089130463003855
106 106 23.1412039562342 30.823105689858345 53.964309646092545
107 107 22.026797084587585 33.11787351326464 55.144670597852226
108 108 20.9904332640278 35.66134804581166 56.65178130983946
109 109 20.025041325540233 38.48764778915897 58.5126891146992
110 110 19.124327821657033 41.636190032598776 60.76051785425581
111 111 18.282677279887878 45.15247394664376 63.43515122653164
112 112 17.495066968241932 49.088904951855085 66.58397192009701
113 113 16.756993825500803 53.505603289254346 70.26259711475515
114 114 16.064411624588598 58.47109096608845 74.53550259067704
115 115 15.413676773450208 64.06267296491889 79.4763497383691
116 116 14.801501430626146 70.36620629951253 85.16770773013867
117 117 14.224912834976049 77.47476547614295 91.699678311119
118 118 13.681217930786772 85.48544474019576 99.16666267098253
119 119 13.167972518718079 94.49317281153438 107.66114533025245
120 120 12.682954285955164 104.57997078018245 117.26292506613761
121 121 12.224139170535155 115.79765165652513 128.0217908270603
122 122 11.789680599069369 128.1417967225081 139.93147732157746
123 123 11.37789120718029 141.51548970872187 152.89338091590216
124 124 10.98722671047205 155.68366314178255 166.6708898522546
125 125 10.61627164282252 170.2241582750931 180.8404299179156
126 126 10.263726719896395 184.49026909672637 194.75399581662276
127 127 9.928397620391348 197.60966044394067 207.538058064332
128 128 9.609185006751105 208.54924247208538 218.15842747883647
129 129 9.305075631815779 216.2635435659379 225.5686191977537
130 130 9.015134398874327 219.90814770229022 228.92328210116455
131 131 8.738497260447167 219.05198687586142 227.79048413630858
132 132 8.474364856363728 213.7982112277508 222.27257608411455
133 133 8.221996804726833 204.75452913495238 212.97652593967922
134 134 7.980706570519703 192.8679704386394 200.8486770091591
135 135 7.749856846200245 179.20185670185074 186.95171354805098
136 136 7.52885538688127 164.7415909689099 172.27044635579117
137 137 7.317151249815433 150.27800411601507 157.5951553658305
138 138 7.11423139405859 136.37052288127052 143.4847542753291
139 139 6.919617601516394 123.36540481034959 130.28502241186598
140 140 6.7328636852058565 111.43991520166288 118.17277888686874
141 141 6.5535529545868325 100.65122688139814 107.20477983598498
142 142 6.38129591132333 90.97889756699438 97.36019347831771
143 143 6.215728151893601 82.35720090421437 88.57292905610797
144 144 6.056508456142387 74.69762613733172 80.7541345934741
145 145 5.903317043211232 67.90345343447463 73.80677047768586
146 146 5.755853978337675 61.87856638079361 67.63442035913128
147 147 5.613837715820074 56.532353347105065 62.14619106292514
